trade_date,symbol,name,market,currency,asset_group,close,pct_change,volume,amount,source
20240131,000688.SH,科创50,CN_INDEX,点,中国科技指数,903.9030346946479,-3.148406756276567,128667893,,内置演示数据（首次在线更新后自动替换）
20240201,000688.SH,科创50,CN_INDEX,点,中国科技指数,900.6132220349713,-0.36395636848237656,57808529,,内置演示数据（首次在线更新后自动替换）
20240202,000688.SH,科创50,CN_INDEX,点,中国科技指数,893.1030574598758,-0.8338945499962724,158258387,,内置演示数据（首次在线更新后自动替换）
20240205,000688.SH,科创50,CN_INDEX,点,中国科技指数,872.8700488544533,-2.265472997368112,159906439,,内置演示数据（首次在线更新后自动替换）
20240206,000688.SH,科创50,CN_INDEX,点,中国科技指数,879.1292863067166,0.7170869776638389,125327366,,内置演示数据（首次在线更新后自动替换）
20240207,000688.SH,科创50,CN_INDEX,点,中国科技指数,873.5212131747262,-0.637912218298442,189392924,,内置演示数据（首次在线更新后自动替换）
20240208,000688.SH,科创50,CN_INDEX,点,中国科技指数,859.840042762043,-1.566209292497922,107964024,,内置演示数据（首次在线更新后自动替换）
20240209,000688.SH,科创50,CN_INDEX,点,中国科技指数,853.0155602125594,-0.7936921066808544,121633089,,内置演示数据（首次在线更新后自动替换）
20240212,000688.SH,科创50,CN_INDEX,点,中国科技指数,867.137326662779,1.6555110022495434,155761622,,内置演示数据（首次在线更新后自动替换）
20240213,000688.SH,科创50,CN_INDEX,点,中国科技指数,875.3216434403937,0.9438316776320121,21137479,,内置演示数据（首次在线更新后自动替换）
20240214,000688.SH,科创50,CN_INDEX,点,中国科技指数,873.921906989495,-0.15991109798189074,21815515,,内置演示数据（首次在线更新后自动替换）
20240215,000688.SH,科创50,CN_INDEX,点,中国科技指数,882.3842296503657,0.9683156576337337,55358151,,内置演示数据（首次在线更新后自动替换）
20240216,000688.SH,科创50,CN_INDEX,点,中国科技指数,867.4552420610422,-1.6918919318445802,169005144,,内置演示数据（首次在线更新后自动替换）
20240219,000688.SH,科创50,CN_INDEX,点,中国科技指数,868.180348488889,0.08359006813123404,105952556,,内置演示数据（首次在线更新后自动替换）
20240220,000688.SH,科创50,CN_INDEX,点,中国科技指数,870.4055938094453,0.2563114132253297,195311525,,内置演示数据（首次在线更新后自动替换）
20240221,000688.SH,科创50,CN_INDEX,点,中国科技指数,864.5954893341112,-0.6675169043785067,174724455,,内置演示数据（首次在线更新后自动替换）
20240222,000688.SH,科创50,CN_INDEX,点,中国科技指数,870.5660482074561,0.6905609556144388,111411912,,内置演示数据（首次在线更新后自动替换）
20240223,000688.SH,科创50,CN_INDEX,点,中国科技指数,860.7353898962306,-1.1292260169653345,136131259,,内置演示数据（首次在线更新后自动替换）
20240226,000688.SH,科创50,CN_INDEX,点,中国科技指数,867.646556707083,0.8029374523203625,66869365,,内置演示数据（首次在线更新后自动替换）
20240227,000688.SH,科创50,CN_INDEX,点,中国科技指数,875.1648954748865,0.8665209018217324,18991207,,内置演示数据（首次在线更新后自动替换）
20240228,000688.SH,科创50,CN_INDEX,点,中国科技指数,837.9889568094883,-4.247878183599408,80348805,,内置演示数据（首次在线更新后自动替换）
20240229,000688.SH,科创50,CN_INDEX,点,中国科技指数,853.383902606186,1.837129913419333,118862715,,内置演示数据（首次在线更新后自动替换）
20240301,000688.SH,科创50,CN_INDEX,点,中国科技指数,815.535554434271,-4.43509047409123,37256318,,内置演示数据（首次在线更新后自动替换）
20240304,000688.SH,科创50,CN_INDEX,点,中国科技指数,808.3169803893201,-0.8851329663926655,45125859,,内置演示数据（首次在线更新后自动替换）
20240305,000688.SH,科创50,CN_INDEX,点,中国科技指数,821.1325160820894,1.585459170559167,3983829,,内置演示数据（首次在线更新后自动替换）
20240306,000688.SH,科创50,CN_INDEX,点,中国科技指数,817.5198662404622,-0.4399594183487454,147069295,,内置演示数据（首次在线更新后自动替换）
20240307,000688.SH,科创50,CN_INDEX,点,中国科技指数,800.0165491973645,-2.141026507843824,179986395,,内置演示数据（首次在线更新后自动替换）
20240308,000688.SH,科创50,CN_INDEX,点,中国科技指数,787.2740099510971,-1.592784456653007,165660729,,内置演示数据（首次在线更新后自动替换）
20240311,000688.SH,科创50,CN_INDEX,点,中国科技指数,799.7746049992235,1.587832811717349,76619413,,内置演示数据（首次在线更新后自动替换）
20240312,000688.SH,科创50,CN_INDEX,点,中国科技指数,777.324096693183,-2.8071044223843877,119097798,,内置演示数据（首次在线更新后自动替换）
20240313,000688.SH,科创50,CN_INDEX,点,中国科技指数,790.8768311220318,1.7435114241927563,192200031,,内置演示数据（首次在线更新后自动替换）
20240314,000688.SH,科创50,CN_INDEX,点,中国科技指数,790.5000431935293,-0.04764179625390552,118681159,,内置演示数据（首次在线更新后自动替换）
20240315,000688.SH,科创50,CN_INDEX,点,中国科技指数,776.7587253287514,-1.7383070352867458,59881620,,内置演示数据（首次在线更新后自动替换）
20240318,000688.SH,科创50,CN_INDEX,点,中国科技指数,770.26380128779,-0.8361572041836518,68379697,,内置演示数据（首次在线更新后自动替换）
20240319,000688.SH,科创50,CN_INDEX,点,中国科技指数,758.8656026677352,-1.4797785643046457,145699310,,内置演示数据（首次在线更新后自动替换）
20240320,000688.SH,科创50,CN_INDEX,点,中国科技指数,769.0592911396318,1.3432798160914805,89803754,,内置演示数据（首次在线更新后自动替换）
20240321,000688.SH,科创50,CN_INDEX,点,中国科技指数,777.8272729230947,1.1400917828416235,167623826,,内置演示数据（首次在线更新后自动替换）
20240322,000688.SH,科创50,CN_INDEX,点,中国科技指数,758.2908872428075,-2.511661182420233,172957562,,内置演示数据（首次在线更新后自动替换）
20240325,000688.SH,科创50,CN_INDEX,点,中国科技指数,753.9779974685482,-0.5687645528671958,8130907,,内置演示数据（首次在线更新后自动替换）
20240326,000688.SH,科创50,CN_INDEX,点,中国科技指数,744.5391240910758,-1.251876501590643,144940745,,内置演示数据（首次在线更新后自动替换）
20240327,000688.SH,科创50,CN_INDEX,点,中国科技指数,759.3919529086629,1.9949023949170197,74621930,,内置演示数据（首次在线更新后自动替换）
20240328,000688.SH,科创50,CN_INDEX,点,中国科技指数,744.428317185349,-1.970475940125438,104430978,,内置演示数据（首次在线更新后自动替换）
20240329,000688.SH,科创50,CN_INDEX,点,中国科技指数,762.8260326493506,2.4713884519550033,53693963,,内置演示数据（首次在线更新后自动替换）
20240401,000688.SH,科创50,CN_INDEX,点,中国科技指数,762.7120588652267,-0.014940992997847236,74278244,,内置演示数据（首次在线更新后自动替换）
20240402,000688.SH,科创50,CN_INDEX,点,中国科技指数,749.7962955516367,-1.6933996471494406,66745674,,内置演示数据（首次在线更新后自动替换）
20240403,000688.SH,科创50,CN_INDEX,点,中国科技指数,742.4774136944868,-0.9761160331907548,11025567,,内置演示数据（首次在线更新后自动替换）
20240404,000688.SH,科创50,CN_INDEX,点,中国科技指数,733.8599219236418,-1.1606402581278985,156771499,,内置演示数据（首次在线更新后自动替换）
20240405,000688.SH,科创50,CN_INDEX,点,中国科技指数,720.2143617169036,-1.8594230041844462,29458472,,内置演示数据（首次在线更新后自动替换）
20240408,000688.SH,科创50,CN_INDEX,点,中国科技指数,721.4920036509849,0.17739745303544385,75783879,,内置演示数据（首次在线更新后自动替换）
20240409,000688.SH,科创50,CN_INDEX,点,中国科技指数,708.5726269634652,-1.7906472451729827,39412012,,内置演示数据（首次在线更新后自动替换）
20240410,000688.SH,科创50,CN_INDEX,点,中国科技指数,686.0133367135076,-3.1837654167694462,32961272,,内置演示数据（首次在线更新后自动替换）
20240411,000688.SH,科创50,CN_INDEX,点,中国科技指数,682.3562770097791,-0.5330887182526833,75303325,,内置演示数据（首次在线更新后自动替换）
20240412,000688.SH,科创50,CN_INDEX,点,中国科技指数,664.3831915982842,-2.6339737783693584,183834405,,内置演示数据（首次在线更新后自动替换）
20240415,000688.SH,科创50,CN_INDEX,点,中国科技指数,657.1594386161189,-1.0872871369288162,188884585,,内置演示数据（首次在线更新后自动替换）
20240416,000688.SH,科创50,CN_INDEX,点,中国科技指数,648.4858101287524,-1.3198666834386308,76958343,,内置演示数据（首次在线更新后自动替换）
20240417,000688.SH,科创50,CN_INDEX,点,中国科技指数,640.2904370923334,-1.263770603522052,101525525,,内置演示数据（首次在线更新后自动替换）
20240418,000688.SH,科创50,CN_INDEX,点,中国科技指数,660.0306860102942,3.0830147967857435,197154026,,内置演示数据（首次在线更新后自动替换）
20240419,000688.SH,科创50,CN_INDEX,点,中国科技指数,660.820669615601,0.11968892084124327,47733192,,内置演示数据（首次在线更新后自动替换）
20240422,000688.SH,科创50,CN_INDEX,点,中国科技指数,663.4895252521707,0.40386987866498636,188996790,,内置演示数据（首次在线更新后自动替换）
20240423,000688.SH,科创50,CN_INDEX,点,中国科技指数,646.2698183804451,-2.595324600668092,22044277,,内置演示数据（首次在线更新后自动替换）
20240424,000688.SH,科创50,CN_INDEX,点,中国科技指数,640.1852868056553,-0.9414847176428043,45944982,,内置演示数据（首次在线更新后自动替换）
20240425,000688.SH,科创50,CN_INDEX,点,中国科技指数,642.4809615724934,0.3585953651469964,68322799,,内置演示数据（首次在线更新后自动替换）
20240426,000688.SH,科创50,CN_INDEX,点,中国科技指数,632.9043157988048,-1.490572693430392,8379756,,内置演示数据（首次在线更新后自动替换）
20240429,000688.SH,科创50,CN_INDEX,点,中国科技指数,641.8086417795777,1.4068992355557697,163330396,,内置演示数据（首次在线更新后自动替换）
20240430,000688.SH,科创50,CN_INDEX,点,中国科技指数,630.5545969187228,-1.7534891443110157,171227778,,内置演示数据（首次在线更新后自动替换）
20240501,000688.SH,科创50,CN_INDEX,点,中国科技指数,628.0716502212653,-0.3937718810695823,77285215,,内置演示数据（首次在线更新后自动替换）
20240502,000688.SH,科创50,CN_INDEX,点,中国科技指数,622.7925501792564,-0.8405251280087289,167440799,,内置演示数据（首次在线更新后自动替换）
20240503,000688.SH,科创50,CN_INDEX,点,中国科技指数,624.5480623668082,0.2818775187735323,154728655,,内置演示数据（首次在线更新后自动替换）
20240506,000688.SH,科创50,CN_INDEX,点,中国科技指数,618.7930807306315,-0.9214633721490451,160479702,,内置演示数据（首次在线更新后自动替换）
20240507,000688.SH,科创50,CN_INDEX,点,中国科技指数,616.4995128862449,-0.370651824625845,160738290,,内置演示数据（首次在线更新后自动替换）
20240508,000688.SH,科创50,CN_INDEX,点,中国科技指数,614.5348136976314,-0.3186862515779487,115122972,,内置演示数据（首次在线更新后自动替换）
20240509,000688.SH,科创50,CN_INDEX,点,中国科技指数,608.0151289139861,-1.0609138226712722,23053333,,内置演示数据（首次在线更新后自动替换）
20240510,000688.SH,科创50,CN_INDEX,点,中国科技指数,612.6698271272974,0.7655563146307331,184773804,,内置演示数据（首次在线更新后自动替换）
20240513,000688.SH,科创50,CN_INDEX,点,中国科技指数,615.0797894835721,0.3933541770082982,122123290,,内置演示数据（首次在线更新后自动替换）
20240514,000688.SH,科创50,CN_INDEX,点,中国科技指数,614.4777924966068,-0.09787299099369706,180351591,,内置演示数据（首次在线更新后自动替换）
20240515,000688.SH,科创50,CN_INDEX,点,中国科技指数,610.7366882809724,-0.6088265941124327,191860116,,内置演示数据（首次在线更新后自动替换）
20240516,000688.SH,科创50,CN_INDEX,点,中国科技指数,618.2940013451765,1.2374093793964702,38245345,,内置演示数据（首次在线更新后自动替换）
20240517,000688.SH,科创50,CN_INDEX,点,中国科技指数,616.3263184457846,-0.3182438928909126,81025476,,内置演示数据（首次在线更新后自动替换）
20240520,000688.SH,科创50,CN_INDEX,点,中国科技指数,613.7122080236252,-0.4241438900015715,39306299,,内置演示数据（首次在线更新后自动替换）
20240521,000688.SH,科创50,CN_INDEX,点,中国科技指数,614.891882869475,0.19221955021049286,11137873,,内置演示数据（首次在线更新后自动替换）
20240522,000688.SH,科创50,CN_INDEX,点,中国科技指数,630.9617561499043,2.613446969805011,193314874,,内置演示数据（首次在线更新后自动替换）
20240523,000688.SH,科创50,CN_INDEX,点,中国科技指数,618.6192072175542,-1.9561485006101997,184737235,,内置演示数据（首次在线更新后自动替换）
20240524,000688.SH,科创50,CN_INDEX,点,中国科技指数,626.0234075539231,1.196891439836123,186416674,,内置演示数据（首次在线更新后自动替换）
20240527,000688.SH,科创50,CN_INDEX,点,中国科技指数,608.7089234498992,-2.7657886103136686,176849589,,内置演示数据（首次在线更新后自动替换）
20240528,000688.SH,科创50,CN_INDEX,点,中国科技指数,610.9097823948686,0.36156180075295197,130105948,,内置演示数据（首次在线更新后自动替换）
20240529,000688.SH,科创50,CN_INDEX,点,中国科技指数,625.7341091033114,2.4265983514503597,104906147,,内置演示数据（首次在线更新后自动替换）
20240530,000688.SH,科创50,CN_INDEX,点,中国科技指数,630.5582656149425,0.7709594924502516,110898370,,内置演示数据（首次在线更新后自动替换）
20240531,000688.SH,科创50,CN_INDEX,点,中国科技指数,632.3954680724449,0.29136125203446106,128843847,,内置演示数据（首次在线更新后自动替换）
20240603,000688.SH,科创50,CN_INDEX,点,中国科技指数,627.3208906542075,-0.8024373472670376,43136479,,内置演示数据（首次在线更新后自动替换）
20240604,000688.SH,科创50,CN_INDEX,点,中国科技指数,627.832810087884,0.08160407875827946,149594928,,内置演示数据（首次在线更新后自动替换）
20240605,000688.SH,科创50,CN_INDEX,点,中国科技指数,625.6824429877585,-0.3425063274129503,164070700,,内置演示数据（首次在线更新后自动替换）
20240606,000688.SH,科创50,CN_INDEX,点,中国科技指数,618.5656398572825,-1.137446513041318,136027025,,内置演示数据（首次在线更新后自动替换）
20240607,000688.SH,科创50,CN_INDEX,点,中国科技指数,616.0974687253253,-0.3990152334563346,100221407,,内置演示数据（首次在线更新后自动替换）
20240610,000688.SH,科创50,CN_INDEX,点,中国科技指数,618.1498457242334,0.33312537432663714,40375746,,内置演示数据（首次在线更新后自动替换）
20240611,000688.SH,科创50,CN_INDEX,点,中国科技指数,611.290710641884,-1.1096233590923488,7741681,,内置演示数据（首次在线更新后自动替换）
20240612,000688.SH,科创50,CN_INDEX,点,中国科技指数,604.1535657429545,-1.1675533056007215,125834735,,内置演示数据（首次在线更新后自动替换）
20240613,000688.SH,科创50,CN_INDEX,点,中国科技指数,592.1587525193733,-1.9853914474262324,136919976,,内置演示数据（首次在线更新后自动替换）
20240614,000688.SH,科创50,CN_INDEX,点,中国科技指数,595.8480216792298,0.6230202870700197,154750451,,内置演示数据（首次在线更新后自动替换）
20240617,000688.SH,科创50,CN_INDEX,点,中国科技指数,600.9522535043754,0.8566331748087075,190148757,,内置演示数据（首次在线更新后自动替换）
20240618,000688.SH,科创50,CN_INDEX,点,中国科技指数,603.2552413323147,0.38322309543057376,99974879,,内置演示数据（首次在线更新后自动替换）
20240619,000688.SH,科创50,CN_INDEX,点,中国科技指数,612.2666868055785,1.4938030962419413,166000947,,内置演示数据（首次在线更新后自动替换）
20240620,000688.SH,科创50,CN_INDEX,点,中国科技指数,613.2888087716268,0.16694064662918784,143541945,,内置演示数据（首次在线更新后自动替换）
20240621,000688.SH,科创50,CN_INDEX,点,中国科技指数,617.1216258086714,0.6249611899361796,56162429,,内置演示数据（首次在线更新后自动替换）
20240624,000688.SH,科创50,CN_INDEX,点,中国科技指数,620.1576316683276,0.49196231872083995,169179003,,内置演示数据（首次在线更新后自动替换）
20240625,000688.SH,科创50,CN_INDEX,点,中国科技指数,619.5234726741746,-0.10225771026101116,11611691,,内置演示数据（首次在线更新后自动替换）
20240626,000688.SH,科创50,CN_INDEX,点,中国科技指数,614.8253616213698,-0.7583427037115231,120179125,,内置演示数据（首次在线更新后自动替换）
20240627,000688.SH,科创50,CN_INDEX,点,中国科技指数,635.8104929468692,3.413185700433541,188129931,,内置演示数据（首次在线更新后自动替换）
20240628,000688.SH,科创50,CN_INDEX,点,中国科技指数,631.7358116281727,-0.6408641197176768,132133696,,内置演示数据（首次在线更新后自动替换）
20240701,000688.SH,科创50,CN_INDEX,点,中国科技指数,625.6762854843133,-0.9591867410907229,187475482,,内置演示数据（首次在线更新后自动替换）
20240702,000688.SH,科创50,CN_INDEX,点,中国科技指数,629.9832733919368,0.6883732063281967,12175520,,内置演示数据（首次在线更新后自动替换）
20240703,000688.SH,科创50,CN_INDEX,点,中国科技指数,632.5891030650873,0.41363473971622877,106950648,,内置演示数据（首次在线更新后自动替换）
20240704,000688.SH,科创50,CN_INDEX,点,中国科技指数,619.6155542210663,-2.050865053027351,156341834,,内置演示数据（首次在线更新后自动替换）
20240705,000688.SH,科创50,CN_INDEX,点,中国科技指数,630.3589289823581,1.733877512935833,128821164,,内置演示数据（首次在线更新后自动替换）
20240708,000688.SH,科创50,CN_INDEX,点,中国科技指数,629.6892646953623,-0.10623539323489917,176226756,,内置演示数据（首次在线更新后自动替换）
20240709,000688.SH,科创50,CN_INDEX,点,中国科技指数,619.4998758321519,-1.618161438426291,93057412,,内置演示数据（首次在线更新后自动替换）
20240710,000688.SH,科创50,CN_INDEX,点,中国科技指数,630.866494406087,1.834805625855318,136838016,,内置演示数据（首次在线更新后自动替换）
20240711,000688.SH,科创50,CN_INDEX,点,中国科技指数,637.0380557421563,0.9782674132788438,174551833,,内置演示数据（首次在线更新后自动替换）
20240712,000688.SH,科创50,CN_INDEX,点,中国科技指数,625.2873262188788,-1.8445883126382179,24770238,,内置演示数据（首次在线更新后自动替换）
20240715,000688.SH,科创50,CN_INDEX,点,中国科技指数,642.4050403018398,2.7375757296205006,51569853,,内置演示数据（首次在线更新后自动替换）
20240716,000688.SH,科创50,CN_INDEX,点,中国科技指数,649.011845962512,1.0284486027021034,20253826,,内置演示数据（首次在线更新后自动替换）
20240717,000688.SH,科创50,CN_INDEX,点,中国科技指数,649.1397517132758,0.01970776828796872,140717972,,内置演示数据（首次在线更新后自动替换）
20240718,000688.SH,科创50,CN_INDEX,点,中国科技指数,665.0427401721679,2.4498558926516756,47313697,,内置演示数据（首次在线更新后自动替换）
20240719,000688.SH,科创50,CN_INDEX,点,中国科技指数,666.8671003973085,0.2743222525319666,64110402,,内置演示数据（首次在线更新后自动替换）
20240722,000688.SH,科创50,CN_INDEX,点,中国科技指数,666.8195903919465,-0.007124358861565483,167491508,,内置演示数据（首次在线更新后自动替换）
20240723,000688.SH,科创50,CN_INDEX,点,中国科技指数,660.4788012322805,-0.9509002511367326,72676359,,内置演示数据（首次在线更新后自动替换）
20240724,000688.SH,科创50,CN_INDEX,点,中国科技指数,666.501763153137,0.9119084381844278,30020627,,内置演示数据（首次在线更新后自动替换）
20240725,000688.SH,科创50,CN_INDEX,点,中国科技指数,671.5186770604986,0.7527232761736835,5173139,,内置演示数据（首次在线更新后自动替换）
20240726,000688.SH,科创50,CN_INDEX,点,中国科技指数,671.9016876055678,0.05703646944650309,46113031,,内置演示数据（首次在线更新后自动替换）
20240729,000688.SH,科创50,CN_INDEX,点,中国科技指数,664.219213832979,-1.1433925400554545,183022384,,内置演示数据（首次在线更新后自动替换）
20240730,000688.SH,科创50,CN_INDEX,点,中国科技指数,665.7479757402434,0.2301592419229337,110174197,,内置演示数据（首次在线更新后自动替换）
20240731,000688.SH,科创50,CN_INDEX,点,中国科技指数,665.2841231939643,-0.0696738951047271,198971732,,内置演示数据（首次在线更新后自动替换）
20240801,000688.SH,科创50,CN_INDEX,点,中国科技指数,652.3375140359841,-1.9460270742408192,43811112,,内置演示数据（首次在线更新后自动替换）
20240802,000688.SH,科创50,CN_INDEX,点,中国科技指数,638.3169215698565,-2.1492850195572566,70944325,,内置演示数据（首次在线更新后自动替换）
20240805,000688.SH,科创50,CN_INDEX,点,中国科技指数,643.9764795270316,0.8866376193280567,33478130,,内置演示数据（首次在线更新后自动替换）
20240806,000688.SH,科创50,CN_INDEX,点,中国科技指数,619.5440958254019,-3.7939869666628434,80277520,,内置演示数据（首次在线更新后自动替换）
20240807,000688.SH,科创50,CN_INDEX,点,中国科技指数,621.6735005197081,0.34370510648951136,113099932,,内置演示数据（首次在线更新后自动替换）
20240808,000688.SH,科创50,CN_INDEX,点,中国科技指数,617.4473429407534,-0.6798033976712414,161817662,,内置演示数据（首次在线更新后自动替换）
20240809,000688.SH,科创50,CN_INDEX,点,中国科技指数,629.9040394051154,2.017450816944777,74250560,,内置演示数据（首次在线更新后自动替换）
20240812,000688.SH,科创50,CN_INDEX,点,中国科技指数,625.4775676798597,-0.7027215969969247,154534720,,内置演示数据（首次在线更新后自动替换）
20240813,000688.SH,科创50,CN_INDEX,点,中国科技指数,631.9167933930856,1.0294894726778914,125605697,,内置演示数据（首次在线更新后自动替换）
20240814,000688.SH,科创50,CN_INDEX,点,中国科技指数,628.3856195169775,-0.5588036135497298,59070665,,内置演示数据（首次在线更新后自动替换）
20240815,000688.SH,科创50,CN_INDEX,点,中国科技指数,629.6790493762055,0.2058337777083752,182528862,,内置演示数据（首次在线更新后自动替换）
20240816,000688.SH,科创50,CN_INDEX,点,中国科技指数,636.9000858070267,1.146780480941012,87414797,,内置演示数据（首次在线更新后自动替换）
20240819,000688.SH,科创50,CN_INDEX,点,中国科技指数,632.7177665955662,-0.6566680244925682,31047633,,内置演示数据（首次在线更新后自动替换）
20240820,000688.SH,科创50,CN_INDEX,点,中国科技指数,642.4717067583482,1.541594163739779,192577091,,内置演示数据（首次在线更新后自动替换）
20240821,000688.SH,科创50,CN_INDEX,点,中国科技指数,633.1879588429601,-1.445004942276773,182773298,,内置演示数据（首次在线更新后自动替换）
20240822,000688.SH,科创50,CN_INDEX,点,中国科技指数,636.2147757847048,0.47802819044058253,10858740,,内置演示数据（首次在线更新后自动替换）
20240823,000688.SH,科创50,CN_INDEX,点,中国科技指数,645.3067595579231,1.4290746017340261,180595503,,内置演示数据（首次在线更新后自动替换）
20240826,000688.SH,科创50,CN_INDEX,点,中国科技指数,651.9555353769055,1.030327936365838,189528152,,内置演示数据（首次在线更新后自动替换）
20240827,000688.SH,科创50,CN_INDEX,点,中国科技指数,671.203946885384,2.952411700492852,165988429,,内置演示数据（首次在线更新后自动替换）
20240828,000688.SH,科创50,CN_INDEX,点,中国科技指数,663.7937247511737,-1.104019451702598,51744335,,内置演示数据（首次在线更新后自动替换）
20240829,000688.SH,科创50,CN_INDEX,点,中国科技指数,650.4303410312456,-2.013183195568391,126625897,,内置演示数据（首次在线更新后自动替换）
20240830,000688.SH,科创50,CN_INDEX,点,中国科技指数,641.0254632048019,-1.4459469728199337,108109938,,内置演示数据（首次在线更新后自动替换）
20240902,000688.SH,科创50,CN_INDEX,点,中国科技指数,647.6340627226339,1.0309418107655732,124409184,,内置演示数据（首次在线更新后自动替换）
20240903,000688.SH,科创50,CN_INDEX,点,中国科技指数,652.7176604676421,0.784949099748844,123672338,,内置演示数据（首次在线更新后自动替换）
20240904,000688.SH,科创50,CN_INDEX,点,中国科技指数,653.9484415029599,0.18856254547119367,128203319,,内置演示数据（首次在线更新后自动替换）
20240905,000688.SH,科创50,CN_INDEX,点,中国科技指数,643.2504540244469,-1.6359068696495394,103286159,,内置演示数据（首次在线更新后自动替换）
20240906,000688.SH,科创50,CN_INDEX,点,中国科技指数,650.920273124812,1.1923534686030024,138408614,,内置演示数据（首次在线更新后自动替换）
20240909,000688.SH,科创50,CN_INDEX,点,中国科技指数,639.2953759297837,-1.7859172121374667,105794702,,内置演示数据（首次在线更新后自动替换）
20240910,000688.SH,科创50,CN_INDEX,点,中国科技指数,650.7339231508702,1.7892429152096323,4279957,,内置演示数据（首次在线更新后自动替换）
20240911,000688.SH,科创50,CN_INDEX,点,中国科技指数,679.4695463195724,4.4158790784355695,8021108,,内置演示数据（首次在线更新后自动替换）
20240912,000688.SH,科创50,CN_INDEX,点,中国科技指数,683.4538829695712,0.5863892902309598,191660423,,内置演示数据（首次在线更新后自动替换）
20240913,000688.SH,科创50,CN_INDEX,点,中国科技指数,689.6993679624088,0.9138122042267716,181940841,,内置演示数据（首次在线更新后自动替换）
20240916,000688.SH,科创50,CN_INDEX,点,中国科技指数,684.8589519572278,-0.701815345935608,117535148,,内置演示数据（首次在线更新后自动替换）
20240917,000688.SH,科创50,CN_INDEX,点,中国科技指数,666.7463626419906,-2.644718195399798,35743315,,内置演示数据（首次在线更新后自动替换）
20240918,000688.SH,科创50,CN_INDEX,点,中国科技指数,660.9769165611701,-0.8653134691217423,156511702,,内置演示数据（首次在线更新后自动替换）
20240919,000688.SH,科创50,CN_INDEX,点,中国科技指数,650.4571924443974,-1.5915418304625728,29514786,,内置演示数据（首次在线更新后自动替换）
20240920,000688.SH,科创50,CN_INDEX,点,中国科技指数,636.7139011980261,-2.1128663663052882,76079085,,内置演示数据（首次在线更新后自动替换）
20240923,000688.SH,科创50,CN_INDEX,点,中国科技指数,653.606716145836,2.6531248832520893,66642101,,内置演示数据（首次在线更新后自动替换）
