trade_date,index_code,index_name,pe_ttm,pb,source
20240308,000001.SH,上证综指,15.260530356590683,1.4,内置演示数据（首次在线更新后自动替换）
20240311,000001.SH,上证综指,14.571023459188433,1.4,内置演示数据（首次在线更新后自动替换）
20240312,000001.SH,上证综指,14.80772808748598,1.4,内置演示数据（首次在线更新后自动替换）
20240313,000001.SH,上证综指,14.986534947059157,1.4,内置演示数据（首次在线更新后自动替换）
20240314,000001.SH,上证综指,15.158863102070463,1.4,内置演示数据（首次在线更新后自动替换）
20240315,000001.SH,上证综指,14.855056483859695,1.4,内置演示数据（首次在线更新后自动替换）
20240318,000001.SH,上证综指,15.17590051638073,1.4,内置演示数据（首次在线更新后自动替换）
20240319,000001.SH,上证综指,15.799402731477144,1.4,内置演示数据（首次在线更新后自动替换）
20240320,000001.SH,上证综指,15.408686137532984,1.4,内置演示数据（首次在线更新后自动替换）
20240321,000001.SH,上证综指,15.373103262202589,1.4,内置演示数据（首次在线更新后自动替换）
20240322,000001.SH,上证综指,15.021004259621154,1.4,内置演示数据（首次在线更新后自动替换）
20240325,000001.SH,上证综指,14.853183833997827,1.4,内置演示数据（首次在线更新后自动替换）
20240326,000001.SH,上证综指,14.994818592383757,1.4,内置演示数据（首次在线更新后自动替换）
20240327,000001.SH,上证综指,14.877646016330528,1.4,内置演示数据（首次在线更新后自动替换）
20240328,000001.SH,上证综指,15.421942729365659,1.4,内置演示数据（首次在线更新后自动替换）
20240329,000001.SH,上证综指,15.532348623539383,1.4,内置演示数据（首次在线更新后自动替换）
20240401,000001.SH,上证综指,15.145125195953243,1.4,内置演示数据（首次在线更新后自动替换）
20240402,000001.SH,上证综指,15.49639311249417,1.4,内置演示数据（首次在线更新后自动替换）
20240403,000001.SH,上证综指,15.909793709362843,1.4,内置演示数据（首次在线更新后自动替换）
20240404,000001.SH,上证综指,16.073253477975975,1.4,内置演示数据（首次在线更新后自动替换）
20240405,000001.SH,上证综指,15.73368391550535,1.4,内置演示数据（首次在线更新后自动替换）
20240408,000001.SH,上证综指,15.46649042203221,1.4,内置演示数据（首次在线更新后自动替换）
20240409,000001.SH,上证综指,15.75651827763493,1.4,内置演示数据（首次在线更新后自动替换）
20240410,000001.SH,上证综指,15.956534576606462,1.4,内置演示数据（首次在线更新后自动替换）
20240411,000001.SH,上证综指,14.964485377917798,1.4,内置演示数据（首次在线更新后自动替换）
20240412,000001.SH,上证综指,16.026691981873874,1.4,内置演示数据（首次在线更新后自动替换）
20240415,000001.SH,上证综指,15.43386548021971,1.4,内置演示数据（首次在线更新后自动替换）
20240416,000001.SH,上证综指,15.451673330040139,1.4,内置演示数据（首次在线更新后自动替换）
20240417,000001.SH,上证综指,15.520352617802972,1.4,内置演示数据（首次在线更新后自动替换）
20240418,000001.SH,上证综指,15.737270855233369,1.4,内置演示数据（首次在线更新后自动替换）
20240419,000001.SH,上证综指,15.322027500224884,1.4,内置演示数据（首次在线更新后自动替换）
20240422,000001.SH,上证综指,15.583859075188961,1.4,内置演示数据（首次在线更新后自动替换）
20240423,000001.SH,上证综指,15.84052513156516,1.4,内置演示数据（首次在线更新后自动替换）
20240424,000001.SH,上证综指,15.761889072158722,1.4,内置演示数据（首次在线更新后自动替换）
20240425,000001.SH,上证综指,15.823672733256629,1.4,内置演示数据（首次在线更新后自动替换）
20240426,000001.SH,上证综指,15.625081352099093,1.4,内置演示数据（首次在线更新后自动替换）
20240429,000001.SH,上证综指,15.94295943692683,1.4,内置演示数据（首次在线更新后自动替换）
20240430,000001.SH,上证综指,16.064074706935,1.4,内置演示数据（首次在线更新后自动替换）
20240501,000001.SH,上证综指,16.058112094516392,1.4,内置演示数据（首次在线更新后自动替换）
20240502,000001.SH,上证综指,15.899218932910987,1.4,内置演示数据（首次在线更新后自动替换）
20240503,000001.SH,上证综指,16.064082502739975,1.4,内置演示数据（首次在线更新后自动替换）
20240506,000001.SH,上证综指,16.05493325374841,1.4,内置演示数据（首次在线更新后自动替换）
20240507,000001.SH,上证综指,16.607487560203435,1.4,内置演示数据（首次在线更新后自动替换）
20240508,000001.SH,上证综指,16.180593463945165,1.4,内置演示数据（首次在线更新后自动替换）
20240509,000001.SH,上证综指,15.798904639530457,1.4,内置演示数据（首次在线更新后自动替换）
20240510,000001.SH,上证综指,15.562093396890166,1.4,内置演示数据（首次在线更新后自动替换）
20240513,000001.SH,上证综指,15.767037600914334,1.4,内置演示数据（首次在线更新后自动替换）
20240514,000001.SH,上证综指,15.755338378089741,1.4,内置演示数据（首次在线更新后自动替换）
20240515,000001.SH,上证综指,16.017504942252213,1.4,内置演示数据（首次在线更新后自动替换）
20240516,000001.SH,上证综指,15.662914377120472,1.4,内置演示数据（首次在线更新后自动替换）
20240517,000001.SH,上证综指,16.239264829803865,1.4,内置演示数据（首次在线更新后自动替换）
20240520,000001.SH,上证综指,15.473069206253026,1.4,内置演示数据（首次在线更新后自动替换）
20240521,000001.SH,上证综指,15.408211697816249,1.4,内置演示数据（首次在线更新后自动替换）
20240522,000001.SH,上证综指,15.865169013190986,1.4,内置演示数据（首次在线更新后自动替换）
20240523,000001.SH,上证综指,15.66037291532332,1.4,内置演示数据（首次在线更新后自动替换）
20240524,000001.SH,上证综指,15.542808364068888,1.4,内置演示数据（首次在线更新后自动替换）
20240527,000001.SH,上证综指,15.735995384332933,1.4,内置演示数据（首次在线更新后自动替换）
20240528,000001.SH,上证综指,15.705207364668683,1.4,内置演示数据（首次在线更新后自动替换）
20240529,000001.SH,上证综指,15.94292802595564,1.4,内置演示数据（首次在线更新后自动替换）
20240530,000001.SH,上证综指,15.759677999773523,1.4,内置演示数据（首次在线更新后自动替换）
20240531,000001.SH,上证综指,15.789706408178297,1.4,内置演示数据（首次在线更新后自动替换）
20240603,000001.SH,上证综指,15.955309569993336,1.4,内置演示数据（首次在线更新后自动替换）
20240604,000001.SH,上证综指,16.26605858526694,1.4,内置演示数据（首次在线更新后自动替换）
20240605,000001.SH,上证综指,16.40772005719046,1.4,内置演示数据（首次在线更新后自动替换）
20240606,000001.SH,上证综指,16.01522972872214,1.4,内置演示数据（首次在线更新后自动替换）
20240607,000001.SH,上证综指,16.042657489010335,1.4,内置演示数据（首次在线更新后自动替换）
20240610,000001.SH,上证综指,15.923824952711838,1.4,内置演示数据（首次在线更新后自动替换）
20240611,000001.SH,上证综指,16.126632967925246,1.4,内置演示数据（首次在线更新后自动替换）
20240612,000001.SH,上证综指,16.10249179025042,1.4,内置演示数据（首次在线更新后自动替换）
20240613,000001.SH,上证综指,16.38603766839899,1.4,内置演示数据（首次在线更新后自动替换）
20240614,000001.SH,上证综指,15.424218690892744,1.4,内置演示数据（首次在线更新后自动替换）
20240617,000001.SH,上证综指,15.922716409543002,1.4,内置演示数据（首次在线更新后自动替换）
20240618,000001.SH,上证综指,16.096746933946402,1.4,内置演示数据（首次在线更新后自动替换）
20240619,000001.SH,上证综指,15.988717313372403,1.4,内置演示数据（首次在线更新后自动替换）
20240620,000001.SH,上证综指,15.716151153354483,1.4,内置演示数据（首次在线更新后自动替换）
20240621,000001.SH,上证综指,15.609081453270589,1.4,内置演示数据（首次在线更新后自动替换）
20240624,000001.SH,上证综指,16.241464256187374,1.4,内置演示数据（首次在线更新后自动替换）
20240625,000001.SH,上证综指,15.772853416237572,1.4,内置演示数据（首次在线更新后自动替换）
20240626,000001.SH,上证综指,15.473512181705926,1.4,内置演示数据（首次在线更新后自动替换）
20240627,000001.SH,上证综指,16.256692851791705,1.4,内置演示数据（首次在线更新后自动替换）
20240628,000001.SH,上证综指,16.13684207621683,1.4,内置演示数据（首次在线更新后自动替换）
20240701,000001.SH,上证综指,15.963498826456117,1.4,内置演示数据（首次在线更新后自动替换）
20240702,000001.SH,上证综指,15.722697203251355,1.4,内置演示数据（首次在线更新后自动替换）
20240703,000001.SH,上证综指,15.961519836473686,1.4,内置演示数据（首次在线更新后自动替换）
20240704,000001.SH,上证综指,16.3584063370636,1.4,内置演示数据（首次在线更新后自动替换）
20240705,000001.SH,上证综指,15.507186542257042,1.4,内置演示数据（首次在线更新后自动替换）
20240708,000001.SH,上证综指,15.51995813132728,1.4,内置演示数据（首次在线更新后自动替换）
20240709,000001.SH,上证综指,15.798066106897027,1.4,内置演示数据（首次在线更新后自动替换）
20240710,000001.SH,上证综指,15.975336514866976,1.4,内置演示数据（首次在线更新后自动替换）
20240711,000001.SH,上证综指,15.831066077455796,1.4,内置演示数据（首次在线更新后自动替换）
20240712,000001.SH,上证综指,16.169113281557923,1.4,内置演示数据（首次在线更新后自动替换）
20240715,000001.SH,上证综指,16.29892436662663,1.4,内置演示数据（首次在线更新后自动替换）
20240716,000001.SH,上证综指,16.051602526130115,1.4,内置演示数据（首次在线更新后自动替换）
20240717,000001.SH,上证综指,16.131491815725884,1.4,内置演示数据（首次在线更新后自动替换）
20240718,000001.SH,上证综指,16.040075425721692,1.4,内置演示数据（首次在线更新后自动替换）
20240719,000001.SH,上证综指,15.956075431770401,1.4,内置演示数据（首次在线更新后自动替换）
20240722,000001.SH,上证综指,15.559627651811981,1.4,内置演示数据（首次在线更新后自动替换）
20240723,000001.SH,上证综指,15.633465683314114,1.4,内置演示数据（首次在线更新后自动替换）
20240724,000001.SH,上证综指,15.530452174168232,1.4,内置演示数据（首次在线更新后自动替换）
20240725,000001.SH,上证综指,15.8847383469188,1.4,内置演示数据（首次在线更新后自动替换）
20240726,000001.SH,上证综指,15.992233815326912,1.4,内置演示数据（首次在线更新后自动替换）
20240729,000001.SH,上证综指,15.48073191647015,1.4,内置演示数据（首次在线更新后自动替换）
20240730,000001.SH,上证综指,15.92995007734999,1.4,内置演示数据（首次在线更新后自动替换）
20240731,000001.SH,上证综指,15.63796944813156,1.4,内置演示数据（首次在线更新后自动替换）
20240801,000001.SH,上证综指,15.57184037231377,1.4,内置演示数据（首次在线更新后自动替换）
20240802,000001.SH,上证综指,15.696765464244903,1.4,内置演示数据（首次在线更新后自动替换）
20240805,000001.SH,上证综指,15.539703024523941,1.4,内置演示数据（首次在线更新后自动替换）
20240806,000001.SH,上证综指,16.049026297112537,1.4,内置演示数据（首次在线更新后自动替换）
20240807,000001.SH,上证综指,15.80751810459306,1.4,内置演示数据（首次在线更新后自动替换）
20240808,000001.SH,上证综指,16.09308421925599,1.4,内置演示数据（首次在线更新后自动替换）
20240809,000001.SH,上证综指,15.705782841190274,1.4,内置演示数据（首次在线更新后自动替换）
20240812,000001.SH,上证综指,15.707150359200142,1.4,内置演示数据（首次在线更新后自动替换）
20240813,000001.SH,上证综指,16.3806096458954,1.4,内置演示数据（首次在线更新后自动替换）
20240814,000001.SH,上证综指,15.321131236287416,1.4,内置演示数据（首次在线更新后自动替换）
20240815,000001.SH,上证综指,16.182565770920768,1.4,内置演示数据（首次在线更新后自动替换）
20240816,000001.SH,上证综指,16.282469817104964,1.4,内置演示数据（首次在线更新后自动替换）
20240819,000001.SH,上证综指,16.004469986145203,1.4,内置演示数据（首次在线更新后自动替换）
20240820,000001.SH,上证综指,15.663918430781449,1.4,内置演示数据（首次在线更新后自动替换）
20240821,000001.SH,上证综指,16.179189552969557,1.4,内置演示数据（首次在线更新后自动替换）
20240822,000001.SH,上证综指,15.642376274565118,1.4,内置演示数据（首次在线更新后自动替换）
20240823,000001.SH,上证综指,15.51468305758453,1.4,内置演示数据（首次在线更新后自动替换）
20240826,000001.SH,上证综指,15.59718253139119,1.4,内置演示数据（首次在线更新后自动替换）
20240827,000001.SH,上证综指,15.529581457901344,1.4,内置演示数据（首次在线更新后自动替换）
20240828,000001.SH,上证综指,15.403363465674868,1.4,内置演示数据（首次在线更新后自动替换）
20240829,000001.SH,上证综指,16.006799931829683,1.4,内置演示数据（首次在线更新后自动替换）
20240830,000001.SH,上证综指,15.42794872678992,1.4,内置演示数据（首次在线更新后自动替换）
20240902,000001.SH,上证综指,15.63701541787664,1.4,内置演示数据（首次在线更新后自动替换）
20240903,000001.SH,上证综指,15.198447059696953,1.4,内置演示数据（首次在线更新后自动替换）
20240904,000001.SH,上证综指,15.626236012163938,1.4,内置演示数据（首次在线更新后自动替换）
20240905,000001.SH,上证综指,15.255376523658514,1.4,内置演示数据（首次在线更新后自动替换）
20240906,000001.SH,上证综指,15.232919785978352,1.4,内置演示数据（首次在线更新后自动替换）
20240909,000001.SH,上证综指,15.538942379997051,1.4,内置演示数据（首次在线更新后自动替换）
20240910,000001.SH,上证综指,15.873238073330123,1.4,内置演示数据（首次在线更新后自动替换）
20240911,000001.SH,上证综指,15.672444996139692,1.4,内置演示数据（首次在线更新后自动替换）
20240912,000001.SH,上证综指,15.676990829694232,1.4,内置演示数据（首次在线更新后自动替换）
20240913,000001.SH,上证综指,15.468975222199402,1.4,内置演示数据（首次在线更新后自动替换）
20240916,000001.SH,上证综指,15.390718344808285,1.4,内置演示数据（首次在线更新后自动替换）
20240917,000001.SH,上证综指,15.711979634217508,1.4,内置演示数据（首次在线更新后自动替换）
20240918,000001.SH,上证综指,15.288680903188519,1.4,内置演示数据（首次在线更新后自动替换）
20240919,000001.SH,上证综指,15.690733155079533,1.4,内置演示数据（首次在线更新后自动替换）
20240920,000001.SH,上证综指,15.793730787261907,1.4,内置演示数据（首次在线更新后自动替换）
20240923,000001.SH,上证综指,15.152852134997651,1.4,内置演示数据（首次在线更新后自动替换）
20240924,000001.SH,上证综指,15.179036415216581,1.4,内置演示数据（首次在线更新后自动替换）
20240925,000001.SH,上证综指,15.205546532248434,1.4,内置演示数据（首次在线更新后自动替换）
20240926,000001.SH,上证综指,14.910837573376277,1.4,内置演示数据（首次在线更新后自动替换）
20240927,000001.SH,上证综指,15.191565639046162,1.4,内置演示数据（首次在线更新后自动替换）
20240930,000001.SH,上证综指,15.704073294462775,1.4,内置演示数据（首次在线更新后自动替换）
20241001,000001.SH,上证综指,14.981012372033685,1.4,内置演示数据（首次在线更新后自动替换）
20241002,000001.SH,上证综指,15.673088236865192,1.4,内置演示数据（首次在线更新后自动替换）
20241003,000001.SH,上证综指,15.126141137543444,1.4,内置演示数据（首次在线更新后自动替换）
20241004,000001.SH,上证综指,15.870833962014526,1.4,内置演示数据（首次在线更新后自动替换）
20241007,000001.SH,上证综指,15.01233492737323,1.4,内置演示数据（首次在线更新后自动替换）
20241008,000001.SH,上证综指,15.153749703261266,1.4,内置演示数据（首次在线更新后自动替换）
20241009,000001.SH,上证综指,14.90376778978039,1.4,内置演示数据（首次在线更新后自动替换）
20241010,000001.SH,上证综指,14.95020702223847,1.4,内置演示数据（首次在线更新后自动替换）
20241011,000001.SH,上证综指,15.537484845879778,1.4,内置演示数据（首次在线更新后自动替换）
20241014,000001.SH,上证综指,15.257728440324529,1.4,内置演示数据（首次在线更新后自动替换）
20241015,000001.SH,上证综指,15.403174833604165,1.4,内置演示数据（首次在线更新后自动替换）
20241016,000001.SH,上证综指,14.678843756614478,1.4,内置演示数据（首次在线更新后自动替换）
20241017,000001.SH,上证综指,15.24879239451804,1.4,内置演示数据（首次在线更新后自动替换）
20241018,000001.SH,上证综指,14.739569748626787,1.4,内置演示数据（首次在线更新后自动替换）
20241021,000001.SH,上证综指,14.60830498272421,1.4,内置演示数据（首次在线更新后自动替换）
20241022,000001.SH,上证综指,15.059470438876245,1.4,内置演示数据（首次在线更新后自动替换）
20241023,000001.SH,上证综指,15.034587809746155,1.4,内置演示数据（首次在线更新后自动替换）
20241024,000001.SH,上证综指,14.96006481846951,1.4,内置演示数据（首次在线更新后自动替换）
20241025,000001.SH,上证综指,15.137215871601631,1.4,内置演示数据（首次在线更新后自动替换）
20241028,000001.SH,上证综指,15.161761455783358,1.4,内置演示数据（首次在线更新后自动替换）
20241029,000001.SH,上证综指,15.318212999955376,1.4,内置演示数据（首次在线更新后自动替换）
20241030,000001.SH,上证综指,14.49765686097591,1.4,内置演示数据（首次在线更新后自动替换）
20241031,000001.SH,上证综指,15.282696641899552,1.4,内置演示数据（首次在线更新后自动替换）
20241101,000001.SH,上证综指,15.373987210324078,1.4,内置演示数据（首次在线更新后自动替换）
20241104,000001.SH,上证综指,14.676500303126684,1.4,内置演示数据（首次在线更新后自动替换）
20241105,000001.SH,上证综指,14.262774479182712,1.4,内置演示数据（首次在线更新后自动替换）
20241106,000001.SH,上证综指,14.325105718719255,1.4,内置演示数据（首次在线更新后自动替换）
20241107,000001.SH,上证综指,14.578317739120948,1.4,内置演示数据（首次在线更新后自动替换）
20241108,000001.SH,上证综指,15.297721381282612,1.4,内置演示数据（首次在线更新后自动替换）
20241111,000001.SH,上证综指,14.675100300372764,1.4,内置演示数据（首次在线更新后自动替换）
20241112,000001.SH,上证综指,14.46121377897383,1.4,内置演示数据（首次在线更新后自动替换）
20241113,000001.SH,上证综指,14.417040056336345,1.4,内置演示数据（首次在线更新后自动替换）
20241114,000001.SH,上证综指,14.202038466713095,1.4,内置演示数据（首次在线更新后自动替换）
20241115,000001.SH,上证综指,14.837328833589204,1.4,内置演示数据（首次在线更新后自动替换）
20241118,000001.SH,上证综指,14.523346426030509,1.4,内置演示数据（首次在线更新后自动替换）
20241119,000001.SH,上证综指,15.15684083965557,1.4,内置演示数据（首次在线更新后自动替换）
20241120,000001.SH,上证综指,14.691197417134417,1.4,内置演示数据（首次在线更新后自动替换）
20241121,000001.SH,上证综指,14.727479553245146,1.4,内置演示数据（首次在线更新后自动替换）
20241122,000001.SH,上证综指,14.381556504984767,1.4,内置演示数据（首次在线更新后自动替换）
20241125,000001.SH,上证综指,14.102497182591328,1.4,内置演示数据（首次在线更新后自动替换）
20241126,000001.SH,上证综指,14.14328316342298,1.4,内置演示数据（首次在线更新后自动替换）
20241127,000001.SH,上证综指,13.970071211555329,1.4,内置演示数据（首次在线更新后自动替换）
20241128,000001.SH,上证综指,14.62939204156533,1.4,内置演示数据（首次在线更新后自动替换）
20241129,000001.SH,上证综指,14.216171733314818,1.4,内置演示数据（首次在线更新后自动替换）
20241202,000001.SH,上证综指,14.592717296176884,1.4,内置演示数据（首次在线更新后自动替换）
20241203,000001.SH,上证综指,14.323014336812005,1.4,内置演示数据（首次在线更新后自动替换）
20241204,000001.SH,上证综指,14.169623291780768,1.4,内置演示数据（首次在线更新后自动替换）
20241205,000001.SH,上证综指,13.881776501437555,1.4,内置演示数据（首次在线更新后自动替换）
20241206,000001.SH,上证综指,14.298299372995244,1.4,内置演示数据（首次在线更新后自动替换）
20241209,000001.SH,上证综指,14.117339379530836,1.4,内置演示数据（首次在线更新后自动替换）
20241210,000001.SH,上证综指,14.428675611881406,1.4,内置演示数据（首次在线更新后自动替换）
20241211,000001.SH,上证综指,13.918463689390764,1.4,内置演示数据（首次在线更新后自动替换）
20241212,000001.SH,上证综指,14.292964888305082,1.4,内置演示数据（首次在线更新后自动替换）
20241213,000001.SH,上证综指,14.575415849733341,1.4,内置演示数据（首次在线更新后自动替换）
20241216,000001.SH,上证综指,14.139943874087288,1.4,内置演示数据（首次在线更新后自动替换）
20241217,000001.SH,上证综指,14.26877122028126,1.4,内置演示数据（首次在线更新后自动替换）
20241218,000001.SH,上证综指,14.179752358182483,1.4,内置演示数据（首次在线更新后自动替换）
20241219,000001.SH,上证综指,14.552612950620958,1.4,内置演示数据（首次在线更新后自动替换）
20241220,000001.SH,上证综指,14.069656479940935,1.4,内置演示数据（首次在线更新后自动替换）
20241223,000001.SH,上证综指,14.143185390105236,1.4,内置演示数据（首次在线更新后自动替换）
20241224,000001.SH,上证综指,13.897334744899654,1.4,内置演示数据（首次在线更新后自动替换）
20241225,000001.SH,上证综指,13.650935152440013,1.4,内置演示数据（首次在线更新后自动替换）
20241226,000001.SH,上证综指,13.495851408813186,1.4,内置演示数据（首次在线更新后自动替换）
20241227,000001.SH,上证综指,14.213455875275065,1.4,内置演示数据（首次在线更新后自动替换）
20241230,000001.SH,上证综指,13.505971419493898,1.4,内置演示数据（首次在线更新后自动替换）
20241231,000001.SH,上证综指,14.007369080874813,1.4,内置演示数据（首次在线更新后自动替换）
20250101,000001.SH,上证综指,13.88357903063733,1.4,内置演示数据（首次在线更新后自动替换）
20250102,000001.SH,上证综指,14.00931164663858,1.4,内置演示数据（首次在线更新后自动替换）
20250103,000001.SH,上证综指,13.554806003744583,1.4,内置演示数据（首次在线更新后自动替换）
20250106,000001.SH,上证综指,13.447289637368542,1.4,内置演示数据（首次在线更新后自动替换）
20250107,000001.SH,上证综指,13.773358459224937,1.4,内置演示数据（首次在线更新后自动替换）
20250108,000001.SH,上证综指,13.547535850142884,1.4,内置演示数据（首次在线更新后自动替换）
20250109,000001.SH,上证综指,13.241378288698757,1.4,内置演示数据（首次在线更新后自动替换）
20250110,000001.SH,上证综指,14.167753719355304,1.4,内置演示数据（首次在线更新后自动替换）
20250113,000001.SH,上证综指,13.324347529861264,1.4,内置演示数据（首次在线更新后自动替换）
20250114,000001.SH,上证综指,13.239322561600451,1.4,内置演示数据（首次在线更新后自动替换）
20250115,000001.SH,上证综指,13.440486318663316,1.4,内置演示数据（首次在线更新后自动替换）
20250116,000001.SH,上证综指,13.864775366693712,1.4,内置演示数据（首次在线更新后自动替换）
20250117,000001.SH,上证综指,12.814767885393051,1.4,内置演示数据（首次在线更新后自动替换）
20250120,000001.SH,上证综指,13.791707710810444,1.4,内置演示数据（首次在线更新后自动替换）
20250121,000001.SH,上证综指,13.143342186935403,1.4,内置演示数据（首次在线更新后自动替换）
20250122,000001.SH,上证综指,13.472274546615617,1.4,内置演示数据（首次在线更新后自动替换）
20250123,000001.SH,上证综指,13.166342478764463,1.4,内置演示数据（首次在线更新后自动替换）
20250124,000001.SH,上证综指,13.943045786058557,1.4,内置演示数据（首次在线更新后自动替换）
20250127,000001.SH,上证综指,13.359285187293835,1.4,内置演示数据（首次在线更新后自动替换）
20250128,000001.SH,上证综指,13.08600607951839,1.4,内置演示数据（首次在线更新后自动替换）
20250129,000001.SH,上证综指,13.184750149720402,1.4,内置演示数据（首次在线更新后自动替换）
20250130,000001.SH,上证综指,13.278725938051709,1.4,内置演示数据（首次在线更新后自动替换）
20250131,000001.SH,上证综指,13.282011966507284,1.4,内置演示数据（首次在线更新后自动替换）
20250203,000001.SH,上证综指,13.337332410484477,1.4,内置演示数据（首次在线更新后自动替换）
20250204,000001.SH,上证综指,13.182401071559127,1.4,内置演示数据（首次在线更新后自动替换）
20250205,000001.SH,上证综指,12.746920199645988,1.4,内置演示数据（首次在线更新后自动替换）
20250206,000001.SH,上证综指,13.035366331644578,1.4,内置演示数据（首次在线更新后自动替换）
20250207,000001.SH,上证综指,13.296956625862553,1.4,内置演示数据（首次在线更新后自动替换）
20250210,000001.SH,上证综指,12.891645037829734,1.4,内置演示数据（首次在线更新后自动替换）
20250211,000001.SH,上证综指,13.272236807846296,1.4,内置演示数据（首次在线更新后自动替换）
20250212,000001.SH,上证综指,13.057855655747472,1.4,内置演示数据（首次在线更新后自动替换）
20250213,000001.SH,上证综指,12.961104655658655,1.4,内置演示数据（首次在线更新后自动替换）
20250214,000001.SH,上证综指,13.362908476125925,1.4,内置演示数据（首次在线更新后自动替换）
20250217,000001.SH,上证综指,12.461619999744777,1.4,内置演示数据（首次在线更新后自动替换）
20250218,000001.SH,上证综指,12.759016183171303,1.4,内置演示数据（首次在线更新后自动替换）
